Customer ID,Age,Item Purchased,Purchase Amount (USD),Review Rating,Previous Purchases,Latitude,Longitude,product id,Date,Heure,Month,Product Name,Selling Price,Model Number,Image,Product Url,Is Amazon Seller,Sub Category,Shipping Weight (lbs),Length,Width,Height,Interaction type_purchase,Interaction type_view,Gender_Male,product_category_Clothing,product_category_Footwear,product_category_Outerwear,customer_category_Automotive,customer_category_Baby Products,customer_category_Beauty & Personal Care,"customer_category_Clothing, Shoes & Jewelry",customer_category_Electronics,customer_category_Grocery & Gourmet Food,customer_category_Health & Household,customer_category_Hobbies,customer_category_Home & Kitchen,customer_category_Musical Instruments,customer_category_Office Products,"customer_category_Patio, Lawn & Garden",customer_category_Pet Supplies,customer_category_Remote & App Controlled Vehicle Parts,customer_category_Remote & App Controlled Vehicles & Parts,customer_category_Sports & Outdoors,customer_category_Tools & Home Improvement,customer_category_Toys & Games,customer_category_Unknown,customer_category_Video Games,Location_Alaska,Location_Arizona,Location_Arkansas,Location_California,Location_Colorado,Location_Connecticut,Location_Delaware,Location_Florida,Location_Georgia,Location_Hawaii,Location_Idaho,Location_Illinois,Location_Indiana,Location_Iowa,Location_Kansas,Location_Kentucky,Location_Louisiana,Location_Maine,Location_Maryland,Location_Massachusetts,Location_Michigan,Location_Minnesota,Location_Mississippi,Location_Missouri,Location_Montana,Location_Nebraska,Location_Nevada,Location_New Hampshire,Location_New Jersey,Location_New Mexico,Location_New York,Location_North Carolina,Location_North Dakota,Location_Ohio,Location_Oklahoma,Location_Oregon,Location_Pennsylvania,Location_Rhode Island,Location_South Carolina,Location_South Dakota,Location_Tennessee,Location_Texas,Location_Utah,Location_Vermont,Location_Virginia,Location_Washington,Location_West Virginia,Location_Wisconsin,Location_Wyoming,Size_M,Size_S,Size_XL,Color_Black,Color_Blue,Color_Brown,Color_Charcoal,Color_Cyan,Color_Gold,Color_Gray,Color_Green,Color_Indigo,Color_Lavender,Color_Magenta,Color_Maroon,Color_Olive,Color_Orange,Color_Peach,Color_Pink,Color_Purple,Color_Red,Color_Silver,Color_Teal,Color_Turquoise,Color_Violet,Color_White,Color_Yellow,Season_Spring,Season_Summer,Season_Winter,Subscription Status_Yes,Shipping Type_Express,Shipping Type_Free Shipping,Shipping Type_Next Day Air,Shipping Type_Standard,Shipping Type_Store Pickup,Discount Applied_Yes,Promo Code Used_Yes,Payment Method_Cash,Payment Method_Credit Card,Payment Method_Debit Card,Payment Method_PayPal,Payment Method_Venmo,Frequency of Purchases_Bi-Weekly,Frequency of Purchases_Every 3 Months,Frequency of Purchases_Fortnightly,Frequency of Purchases_Monthly,Frequency of Purchases_Quarterly,Frequency of Purchases_Weekly
2982,21,Pants,36,4.9,37,39.3185,-75.5071,d033a7e5b6596902f0965ea61fbd08be,2023-02-12,08:00:00,2023-02,Monster High Frankie Stein Costume - One Color - Large,14.62,884786-Large,https://images-na.ssl-images-amazon.com/images/I/41x%2Bt-zxL-L.jpg|https://images-na.ssl-images-amazon.com/images/I/41VlUJkcglL.jpg|https://images-na.ssl-images-amazon.com/images/I/51-MNUhTXhL.jpg|https://images-na.ssl-images-amazon.com/images/I/51ZwQkLFwbL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Monster-High-Frankie-Stein-Costume/dp/B004UUDFUI,Y,Girls,14.1,15.3,12.0,0.8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,65,Dress,51,4.7,31,43.9654,-71.5862,82c86a4d24dce5e14303033d7b658b78,2023-10-23,08:00:00,2023-10,"LEGO Minecraft Creeper BigFig and Ocelot Characters 21156 Buildable Toy Minecraft Figure Gift Set for Play and Decoration, New 2020 (184 Pieces)",14.99,6288704,https://images-na.ssl-images-amazon.com/images/I/51LoYG%2BDsLL.jpg|https://images-na.ssl-images-amazon.com/images/I/41iJZfG7RGL.jpg|https://images-na.ssl-images-amazon.com/images/I/51e0Ya7DqhL.jpg|https://images-na.ssl-images-amazon.com/images/I/51-hadIdxSL.jpg|https://images-na.ssl-images-amazon.com/images/I/51oI9%2BDm6BL.jpg|https://images-na.ssl-images-amazon.com/images/I/51yQeWvfOlL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Yrqzea0zL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/LEGO-Minecraft-Characters-Buildable-Decoration/dp/B07WG9XJDZ,Y,Building Sets,5.6,5.5,7.5,1.8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
105,55,Sunglasses,24,4.4,1,43.9654,-71.5862,92791619f785a607f88bdf065b7f132e,2023-01-20,10:00:00,2023-01,"Great Pretenders Fairy Blooms Deluxe Dress with Wings, Green, Medium",34.99,36605,https://images-na.ssl-images-amazon.com/images/I/51B9cK1r7aL.jpg|https://images-na.ssl-images-amazon.com/images/I/41X7cPqfnsL.jpg|https://images-na.ssl-images-amazon.com/images/I/51r83FI1HgL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Og6%2BrEpnL.jpg|https://images-na.ssl-images-amazon.com/images/I/512jkXZM3QL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Great-Pretenders-Blooms-Deluxe-Medium/dp/B00CVB22UM,Y,Costumes,14.4,21.0,21.0,10.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
177,53,Backpack,81,2.7,30,43.9654,-71.5862,26175eb509322b28aecf0965db4fcae1,2023-12-16,08:00:00,2023-12,Gowi Toys Austria Police Van with Police Play Figures,11.16,560-32,https://images-na.ssl-images-amazon.com/images/I/41oHVFMbcPL.jpg|https://images-na.ssl-images-amazon.com/images/I/41xwLl4n7TL.jpg|https://images-na.ssl-images-amazon.com/images/I/41uyk3PJvvL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Gowi-Toys-Austria-Police-Figures/dp/B005G17PWO,Y,Unknown,2.16,8.0,6.2,10.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
229,18,Socks,79,2.9,11,43.9654,-71.5862,98e34c37b5ee85b4c20cf72962b57868,2023-04-02,10:00:00,2023-04,X-Shot Chaos Orbit Dart Ball Blaster (100 Rounds) - Double Blaster Pack by Zuru,39.99,B07RBBV4P7,https://images-na.ssl-images-amazon.com/images/I/51TPjN0qz-L.jpg|https://images-na.ssl-images-amazon.com/images/I/411y9lSUjWL.jpg|https://images-na.ssl-images-amazon.com/images/I/4150C9Eke0L.jpg|https://images-na.ssl-images-amazon.com/images/I/41nUCgFfwZL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/X-Shot-Chaos-Orbit-Blaster-Rounds/dp/B07RBBV4P7,Y,Blasters & Foam Play,4.55,9.8,4.3,23.4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
432,43,Hat,76,3.4,33,43.9654,-71.5862,a232e83df7a7893f4bd045817fcd549b,2023-08-26,10:00:00,2023-08,EuroGraphics 5425 Frida Portrait Puzzle (1000 Piece),17.69,6000-5425,https://images-na.ssl-images-amazon.com/images/I/51uHIM7HXlL.jpg|https://images-na.ssl-images-amazon.com/images/I/51ERogQET4L.jpg|https://images-na.ssl-images-amazon.com/images/I/41UyqkhPy5L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/EuroGraphics-Frida-Portrait-Puzzle-Piece/dp/B07GZ98L5M,Y,Jigsaw Puzzles,1.66,26.6,19.2,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
613,67,Hat,43,4.6,33,43.9654,-71.5862,46df1381b7dccff517a272bdb4b727e5,2023-04-11,08:00:00,2023-04,DC Super Hero Girls: Teen to Super Life Supergirl Doll,9.76,GBY53,https://images-na.ssl-images-amazon.com/images/I/410lGP2a5UL.jpg|https://images-na.ssl-images-amazon.com/images/I/51kbWg9eaBL.jpg|https://images-na.ssl-images-amazon.com/images/I/413whoIKxGL.jpg|https://images-na.ssl-images-amazon.com/images/I/414q%2BQEGT2L.jpg|https://images-na.ssl-images-amazon.com/images/I/31iptFaId2L.jpg|https://images-na.ssl-images-amazon.com/images/I/51lVEaT6k1L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/DC-Super-Hero-Girls-Supergirl/dp/B07NQGCFNS,Y,Dolls,10.6,12.8,2.5,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
627,31,Sunglasses,79,3.9,10,43.9654,-71.5862,99908fa9c92da386af75956b8d1bdf1f,2023-11-18,08:00:00,2023-11,Hot Wheels Blastin' Rig Vehicle,22.95,CDJ19,https://images-na.ssl-images-amazon.com/images/I/41FnOyETaHL.jpg|https://images-na.ssl-images-amazon.com/images/I/41OcovjOQnL.jpg|https://images-na.ssl-images-amazon.com/images/I/41XsFiL08GL.jpg|https://images-na.ssl-images-amazon.com/images/I/41hRQvu7XfL.jpg|https://images-na.ssl-images-amazon.com/images/I/31cuMlbDBrL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Hot-Wheels-City-Blastin-Rig/dp/B00MYWGJAM,Y,Die-Cast Vehicles,1.76,20.0,3.5,5.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
712,64,Boots,60,3.5,13,43.9654,-71.5862,290b4c3bff96e538e6d0750c7656cda8,2023-01-11,08:00:00,2023-01,"Funko Pop Animation: Pusheen - Pusheen Mermaid Collectible Figure, Multicolor",8.93,34105,https://images-na.ssl-images-amazon.com/images/I/41hqNZDGSVL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Ewc3J8KML.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Funko-Pop-Animation-Collectible-Multicolor/dp/B07DFDTK9V,Y,Unknown,4.8,3.0,3.0,3.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
713,42,Blouse,81,3.8,36,43.9654,-71.5862,68e0097b8cfb244218c2d73898686033,2023-02-11,08:00:00,2023-02,EuroGraphics Volkswagen Groovy Bus Collage Puzzle (2000 Piece),24.66,8220-0783,https://images-na.ssl-images-amazon.com/images/I/61Dxcsd%2BtVL.jpg|https://images-na.ssl-images-amazon.com/images/I/611M9yqWlQL.jpg|https://images-na.ssl-images-amazon.com/images/I/41yH9ro3DhL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/EuroGraphics-Volkswagen-Groovy-Collage-Puzzle/dp/B011ILXZZ6,Y,Jigsaw Puzzles,2.12,12.0,10.0,2.6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
725,37,T-shirt,79,4.7,36,43.9654,-71.5862,74ef211f22b8337a3bb0c44a0c9541d2,2023-11-14,08:00:00,2023-11,Little Foot TPT That Purple Thang-,5.33,TPT,https://images-na.ssl-images-amazon.com/images/I/31rRMBN%2BJTL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Little-Foot-TPT-Purple-Thang/dp/B001ELBCFG,Y,Piping,0.8,4.0,0.8,6.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0
733,34,Shirt,57,2.8,28,43.9654,-71.5862,58326b92e98431ef3aaf41e18b9caf4c,2023-11-22,08:00:00,2023-11,Hot Wheels Indy Car Shell & Wheels,69.95,FDN80,https://images-na.ssl-images-amazon.com/images/I/514oIWKwymL.jpg|https://images-na.ssl-images-amazon.com/images/I/51CXv7PRQPL.jpg|https://images-na.ssl-images-amazon.com/images/I/61rJmPs%2B1wL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Hot-Wheels-Indy-Car-Shell/dp/B01IKOZOY4,Y,Vehicle Playsets,3.2,7.0,5.0,2.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
870,38,Hat,54,2.7,33,43.9654,-71.5862,b68ad9cbd748c66fd3811ccee19a91ef,2023-06-01,10:00:00,2023-06,"Zvezda 7027 - Airliner Boeing 737-700/C-40B - Plastic Model Kit Scale 1/144 109 Parts Lenght 9""",26.58,500787027,https://images-na.ssl-images-amazon.com/images/I/51JyEDN3r1L.jpg|https://images-na.ssl-images-amazon.com/images/I/316zbProDcL.jpg|https://images-na.ssl-images-amazon.com/images/I/41-F%2BzNFZ8L.jpg|https://images-na.ssl-images-amazon.com/images/I/41LcRzazyEL.jpg|https://images-na.ssl-images-amazon.com/images/I/5159vyid8eL.jpg|https://images-na.ssl-images-amazon.com/images/I/51HXRnzEA0L.jpg|https://images-na.ssl-images-amazon.com/images/I/51-3MEEUkfL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Zvezda-7027-Airliner-737-700-Plastic/dp/B07SRXRY89,Y,Airplane & Jet Kits,12.6,6.0,34.5,24.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
889,49,Scarf,77,3.6,44,43.9654,-71.5862,2709f23df9a9c200bbedc815ae162d08,2023-10-24,08:00:00,2023-10,Smugglers Family Board Game,31.32,692544,https://images-na.ssl-images-amazon.com/images/I/61ixVu7nQCL.jpg|https://images-na.ssl-images-amazon.com/images/I/61kSq-MYjML.jpg|https://images-na.ssl-images-amazon.com/images/I/51PUjRiAOpL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Thames-Kosmos-692544-Smugglers-Family/dp/B01CNT3EZ8,Y,Board Games,1.98,11.6,2.8,11.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
980,64,Hat,33,3.5,34,43.9654,-71.5862,f4635d6e2aa6c481ce6dbe3def047ea6,2023-01-21,10:00:00,2023-01,Darice St. Patrick's Day Pot O' Gold Foam Stickers-67 pc,6.88,106-5640D,https://images-na.ssl-images-amazon.com/images/I/51cA7yLUWsL.jpg|https://images-na.ssl-images-amazon.com/images/I/31MptPZK-YL.jpg|https://images-na.ssl-images-amazon.com/images/I/51myNYEqXNL.jpg|https://images-na.ssl-images-amazon.com/images/I/41ajlZVN6fL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Darice-Patricks-Gold-Foam-Stickers-67/dp/B00TLI519M,Y,Stickers,0.64,3.1,3.1,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0
1097,57,Coat,46,2.6,48,43.9654,-71.5862,31c947313281143e7377658470ee32e6,2023-12-19,08:00:00,2023-12,Funko Dorbz: Jack Torrance (Styles May Vary) The Shining - Collectible Vinyl Figure,9.56,15032-DZ-1BP,https://images-na.ssl-images-amazon.com/images/I/41-ceMGY0HL.jpg|https://images-na.ssl-images-amazon.com/images/I/51PPUIygCIL.jpg|https://images-na.ssl-images-amazon.com/images/I/51aGgnYJETL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Funko-Dorbz-Torrance-Shining-Collectible/dp/B072Z1TRKS,Y,Unknown,0.8,2.0,2.0,3.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1115,55,Skirt,25,2.6,47,43.9654,-71.5862,9c22583637da923cb05b83744c567883,2023-04-01,10:00:00,2023-04,"Funko 34413 Pop! Pez: Quaker Oats - Crunch Berry Monster, Multicolor",6.99,34413,https://images-na.ssl-images-amazon.com/images/I/413TYQIB4YL.jpg|https://images-na.ssl-images-amazon.com/images/I/51vwyri1G-L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Funko-34413-Pop-Pez-Multicolor/dp/B07GNY3Y9Q,Y,Unknown,2.24,3.0,1.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1130,37,Hoodie,65,4.7,46,43.9654,-71.5862,1af647a86d0fd4a126c313258cbe06cd,2023-01-19,10:00:00,2023-01,Springbok Puzzles - Americana - 500 Piece Jigsaw Puzzle - Large 18 Inches by 23.5 Inches Puzzle - Made in USA - Unique Cut Interlocking Pieces,13.69,33-01504,https://images-na.ssl-images-amazon.com/images/I/61yfxDABJWL.jpg|https://images-na.ssl-images-amazon.com/images/I/514kzTP1M%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/514kzTP1M%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/51eTlp8nd1L.jpg|https://images-na.ssl-images-amazon.com/images/I/51kGTNu1CmL.jpg|https://images-na.ssl-images-amazon.com/images/I/51UDOwMmdOL.jpg|https://images-na.ssl-images-amazon.com/images/I/61dQuCGTN1L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Springbok-Puzzles-Americana-Jigsaw-Interlocking/dp/B00LT92RQG,Y,Jigsaw Puzzles,1.2,18.0,23.0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
1160,66,Handbag,55,3.6,46,43.9654,-71.5862,41e83d742bbae7aa786d411da0cdc43e,2023-03-11,08:00:00,2023-03,"Great Eastern GE-52682 Dragon Ball Z 9"" Son Gohan Child Stuffed Plush Plush",15.37,GE-52682,https://images-na.ssl-images-amazon.com/images/I/41LZ4B92OAL.jpg|https://images-na.ssl-images-amazon.com/images/I/31dLs1UOU7L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Great-Eastern-GE-52682-Dragon-Stuffed/dp/B00WSY27Z2,Y,Plush Puppets,3.2,9.0,5.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
1244,25,Blouse,23,3.0,22,43.9654,-71.5862,b898e5900b47f8e0dec8600568ff8d12,2023-01-24,10:00:00,2023-01,MARVEL Punisher Animated Statue,19.89,80705,https://images-na.ssl-images-amazon.com/images/I/41lYe-srNnL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Marvel-80705-MARVEL-Punisher-Animated/dp/B01LYNWHJ0,Y,Unknown,9.6,2.0,2.0,5.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
